user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet
“walkawayfromlibs” Jones,ar,recovering sleepwalker#medicalissue loving the Lord and my wife! #alllivesmatter #defundplannedparenthood #GODBLESSAMERICA,2011-04-17 16:26:08,99,234,2172,False,2020-08-13 10:36:33,Imagine that! #COVID19 #DemocratsAreDestroyingAmerica with their #virus https://t.co/JFy9uGoJOr,"['COVID19', 'DemocratsAreDestroyingAmerica', 'virus']",Twitter for iPhone,False
Chelsea Belle,AZ,"""Cassandra,"" apparently. 
Truth & facts in the spirit of parody.
My dot com was seized for discussing cures. Branded a ""conspiracy mill"" by NYT. Building one rn",2009-06-11 20:00:33,1442,142,128460,False,2020-08-13 09:48:15,"""The protocol is the same as the antiparasitic application, 150mcg/kg. Some trials have been using 200mcg/kg, and i… https://t.co/TIrrzRALMu",,Twitter Web App,False
Chelsea Belle,AZ,"""Cassandra,"" apparently. 
Truth & facts in the spirit of parody.
My dot com was seized for discussing cures. Branded a ""conspiracy mill"" by NYT. Building one rn",2009-06-11 20:00:33,1442,142,128460,False,2020-08-13 09:48:14,"#Ivermectin can be administered ""at all stages. It's useful prophylactically, it's best administered as early as po… https://t.co/GINcxUi2ua",['Ivermectin'],Twitter Web App,False
DeborahLynnDiaz,"Houston,Tx",I'm Complicated,2009-08-26 19:56:24,560,2202,9193,False,2020-08-13 09:33:35,@LiveActionNews I say we stop doing business with communist barbaric’s.🇺🇸😡 #COVID19 #PrayForThebabies#PrayForTheChildren,['COVID19'],Twitter for iPhone,False
BrookWest,TN,,2009-04-18 04:43:57,215,291,78608,False,2020-08-13 08:29:28,"@blackenterprise 49% of #Millennials stayed home in 2016 ...and we got #tRump; #GenZ is tbd

#COVID19 has a lot of… https://t.co/zf9dL4ybul","['Millennials', 'tRump', 'GenZ', 'COVID19']",Twitter for Android,False
“walkawayfromlibs” Jones,ar,recovering sleepwalker#medicalissue loving the Lord and my wife! #alllivesmatter #defundplannedparenthood #GODBLESSAMERICA,2011-04-17 16:26:08,99,234,2172,False,2020-08-13 07:53:34,#Democrats #virus not #coronavirus or #COVID19 maybe #leftistflu #LiberalismIsAMentalDisorder https://t.co/1zoY6eYdkH,"['Democrats', 'virus', 'coronavirus', 'COVID19', 'leftistflu', 'LiberalismIsAMentalDisorder']",Twitter for iPhone,False
Yusef,GA,"and you will know the truth, and the truth will make you free. (John 8:32 NASB) #Resisting corrupt institutions isn’t new to me. ❣️💗✌🏾✊🏾",2012-08-12 05:48:53,2076,2370,14493,False,2020-08-13 07:22:48,"I’m trying to go to bed but gotta say this.
Georgia has reached a high, Wednesday, in #COVID19 deaths, but Kemp’s h… https://t.co/At6FfhtHHG",['COVID19'],Twitter for iPad,False
Collin La Mey,"New York,NY",,2011-07-06 04:34:36,658,1449,9073,False,2020-08-13 07:09:18,@business @markets #EuropeanOpen @annaedwardsnews &amp; @mattmiller1973 : Tell #SarahHewin that any inflation will be c… https://t.co/lNU2LjaLJG,"['EuropeanOpen', 'SarahHewin']",Twitter for Android,False
Collin La Mey,"New York,NY",,2011-07-06 04:34:36,657,1450,9073,False,2020-08-14 05:24:55,"@janetmui1 : Saw your interview on @cnbcworld #SquawkBoxEurope, talking about The #US/#China #PhaseOneTradeDeal in… https://t.co/5zCwLFOSTx","['SquawkBoxEurope', 'US', 'China', 'PhaseOneTradeDeal']",Twitter for Android,False
Dennis Dougherty,NJ,just a citizen...paying attention.,2009-09-16 03:52:44,135,192,31696,False,2020-08-14 04:04:53,"A WEEK FROM SATURDAY IT WILL BE DONE!

thanks @MLevitt_NP2013! #COVID19 https://t.co/HkjBTPlaeL",['COVID19'],Twitter Web App,False
Megan,MD,"Muslimah, social worker, DMV native. Bilingual. Wife, mom, daughter, sister. Always thankful and optimistic in a world that tries to make me feel otherwise :-)",2013-05-02 06:50:22,157,429,3632,False,2020-08-14 03:47:45,"Masks too ""girly"" for you, gentlemen? Is it not ""tough"" to act like you give a damn? Maybe just wear your motorcycl… https://t.co/noHSPybdFE",,Twitter for Android,False
RyanE,"Renovo,PA",Im a YouTuber & a xbox live gamer. Im sorry if i miss spell words or do not make sence to any one so Lets STOP BULLYING #BeAStar #Snip3r416,2013-04-07 22:28:39,502,3639,8480,False,2020-08-14 03:26:40,@AETV not going to lie I have a feeling that ##ExtremeUnboxing going to be a Good hit but hard to say how many epis… https://t.co/NiftZ4uTQQ,['ExtremeUnboxing'],Twitter for iPhone,False
Audrey Rub,CT,"mother of 2, clinical psychologist, fan of the NY Giants, Dead Head, ski, live music.",2010-11-21 23:38:01,170,733,16076,False,2020-08-14 03:26:28,#ScottAtlas is a quack who will be responsible for so many deaths with his crappy and dangerous perspective on… https://t.co/BkWca4rVyJ,['ScottAtlas'],Twitter Web App,False
"#Biden2020, MD ⚕️🥁🥁🥁",CA,"Mother of 4, scientist, Japanese food junkie,  #Biden2020 supporter, it's all you need to know. #TeamPelosi #NeverBernie
#Biden2020",2020-02-08 00:25:29,415,600,25131,False,2020-08-14 03:24:26,@larasviews @karenmccantsart @FeministaJones @DartDClark @maddow My husband's business has been forced to shift fro… https://t.co/HFJZKTvgX5,,Twitter Web App,False
Daniel Adam,"Bryan,tx",a Canadian in Texas...,2009-03-26 17:33:17,142,172,814,False,2020-08-14 03:20:04,"Russian covid-19 vaccine 
.
.
.
.
#humor #texas #covid19 #lol #me #2020  #memorialday https://t.co/qtQ0BxQacS","['humor', 'texas', 'covid19', 'lol', 'me', 'memorialday']",Instagram,False
BIG EZ,NY,"You’re prostituting yourself out for cheeseburgers again, aren’t you?",2011-05-14 00:38:32,189,702,18629,False,2020-08-14 03:19:44,"Our system is broken.  The masses put their faith in the wrong place, yet again and this is the result.  The powers… https://t.co/jyY7aOARg1",,Twitter for iPhone,False
Scarlett--Nasty Housewife,NC,Tryin' to get in the way.,2019-01-14 02:55:13,164,724,11514,False,2020-08-14 03:15:50,Rise up. #COVID19 https://t.co/qPHPe8UCvu,['COVID19'],Twitter for Android,False
Rodney Kornegay,"Bridgewater,MA",Registered Representative with Kornegay Kapital Group LLC helping with retirement planning and life insurance. Visit my website to learn more.,2012-08-20 03:45:27,147,225,0,False,2020-08-14 03:01:43,Family members of eligible healthcare workers who lost their lives to #COVID19 can verify eligibility to apply for… https://t.co/GmV8JsOlDB,['COVID19'],Hearsay Social,False
Rieck,KS,"Licensed Doctor of Physical Therapy. PT, sports, movies, music, politics, beer - order changes daily. Opinions are my own.",2010-03-12 05:27:24,266,658,37948,False,2020-08-14 02:49:31,"Secondly, I clicked for the info on a #COVID19 ""Late treatment study"" listed as ""Positive"" and was met with ""Curren… https://t.co/eLvGSVQZiV",['COVID19'],Twitter Web App,False
ProudtobeDeplorable,CT,Want to #makeamericagreatagain #maga2020 #kag2020 constant fight against inept career politician caring more about power than lives of people they represent!,2011-11-12 00:34:45,1054,1974,2731,False,2020-08-14 01:57:16,#UrineTroubleTrump is immature and nonsense.  Vote how you want to vote but remember it is about the future not… https://t.co/4kSCKGmqkJ,['UrineTroubleTrump'],Twitter Web App,False
Radio Silent,"NY,NY",All tweets sent are for info purposes only and should't be construed as an offer or solicitation to buy or sell securities. Not a licensed broker. Just opinion,2011-04-16 15:43:56,37287,22,16739,False,2020-08-14 01:39:08,"$EPAZ .078 #COVID19 #blockchain #ethereum #drone 

News: Epazz Engages PCAOB Auditor in Order to Uplist to the OTCQ… https://t.co/zTlvwjUcse","['COVID19', 'blockchain', 'ethereum', 'drone']",Twitter Web App,False
Radio Silent,"NY,NY",All tweets sent are for info purposes only and should't be construed as an offer or solicitation to buy or sell securities. Not a licensed broker. Just opinion,2011-04-16 15:43:56,37287,22,16739,False,2020-08-14 01:23:41,"$LLLI .02 #Nonlethal weapons and #RIOT #PROTEST #COVID19 Gear 

Bull Flag:

Master support .018

Pivot .035 

Poten… https://t.co/P5vuBJX8eY","['Nonlethal', 'RIOT', 'PROTEST', 'COVID19']",Twitter Web App,False
Ms.Angel,Il,"Me and my Neurostimulator (implanted device) #Disable writer, volunteer & #political junky 🇺🇸 #USA #voteBlue #EnoughIsEnough #BidenHarris2020  #TheResistance",2013-07-22 17:22:49,1401,2099,19669,False,2020-08-16 08:43:38,#wrongtrump look at all these people act like they give a damn about trumps brother dying. You know what’s really s… https://t.co/Rs8UbCsjlA,['wrongtrump'],Twitter for iPhone,False
🦋 Rosalyn,NC,"Poet, ""Collisions on a Non-existent Highway"" available on Amazon. #Bones lover. #Biden2020. #VoteBlue",2009-03-19 19:00:36,1782,1864,153056,False,2020-08-16 08:35:05,"@BulldogSalty @luvvtxcski @thehill If you’re older and vulnerable, you risk dying from #COVID19 so you can’t.  How… https://t.co/uZscwC78UA",['COVID19'],Twitter for iPad,False
Ms.Angel,Il,"Me and my Neurostimulator (implanted device) #Disable writer, volunteer & #political junky 🇺🇸 #USA #voteBlue #EnoughIsEnough #BidenHarris2020  #TheResistance",2013-07-22 17:22:49,1401,2099,19669,False,2020-08-16 08:28:58,"#RIPRobertTrump yeah, him alone with damn near 170,000 other whom die from #COVID19 
All on his brother’s watch whi… https://t.co/Wz5AEJ9sg8","['RIPRobertTrump', 'COVID19']",Twitter for iPhone,False
Susan Jesse,KY,~Never doubt that your voice matters~,2009-05-09 06:06:21,125,685,13286,False,2020-08-16 07:57:58,@BrianKempGA You are definitely amongst the most cowardly in what used to be the @GOP and that’s saying a lot! I’m… https://t.co/h1mKx5WdwY,,Twitter for iPhone,False
(((Tam))) Antifa Contracts & Supply Chain,TX,"We do not see things as they are, we see them as we are - Anais Nin",2010-09-29 23:16:56,19552,8179,510407,False,2020-08-16 07:16:59,"@TheOregonDude @RealJamesWoods #TrumpDeathToll170K none of this had to happen.
#COVID19 
#SaveTheUSPS… https://t.co/5PayqdCD0m","['TrumpDeathToll170K', 'COVID19', 'SaveTheUSPS']",Twitter for iPad,False
"Carlo ""Crow"" Fiorletta",NJ,"Actor Director Producer Teacher Coach . County comm. local district 3 Ocean County 4.  DETOURS film Momenti Theater https://t.co/dCvBINE8Pg
President GIAA. Liberal",2009-03-09 21:32:56,2116,4006,32206,False,2020-08-16 07:06:25,"@tedcruz @realDonaldTrump Trump dances on #COVID19 graves you @GOP #Traitor 
https://t.co/Qhllvya8Ir
#TrumpVirus #TrumpVirusDeathToll170K","['COVID19', 'Traitor', 'TrumpVirus', 'TrumpVirusDeathToll170K']",Twitter Web App,False
Elizabeth Davis,NC,"NC native.Amateur classical pianist passionate about reading, writing, photography, & being outside with nature. Democrat. #resistance",2018-04-29 23:14:10,52,301,4700,False,2020-08-16 06:11:54,Tell Congress: Fight @realDonaldTrump's efforts to kill the @USPS and hurt #VoteByMail now https://t.co/eBFhrLmEAE… https://t.co/SDxKaylRhL,['VoteByMail'],Twitter Web App,False
TrumpImpeachedDec18th2019,AZ,"Trump Impeached Dec 18th, 2019!",2009-05-29 22:37:16,3160,4084,4680,False,2020-08-16 05:02:53,"#Biden vs. #tRump is a #BoxingMatch. Biden #BodyPunchesTrump #Impeachment, #Covid19, #CovidDeaths, #Corruption,… https://t.co/UN5bGZntDS","['Biden', 'tRump', 'BoxingMatch', 'BodyPunchesTrump', 'Impeachment', 'Covid19', 'CovidDeaths', 'Corruption']",Twitter for iPad,False
Michael e. Stern,CA,"Don't let anyone out work you. Success is a gift, not a right...",2009-10-07 21:27:32,237,355,1001,False,2020-08-16 04:09:12,"Even my mannequins want this to be over. So sad to see them wistful and lonely feel for so long. Yup, I’m hallucina… https://t.co/yH6kVhvTRE",,Instagram,False
"quinn wreggelsworth ( also in "" TALK "" )","LaPorte,IN","Retired Tweet Puddle Pirate,
CONSTITUTIONALIST, SEEKING WISDOM
Frmr Vball Player/Coach
Socially Traditional
Favorite Read of All Time: Catch 22 
Semper Paratus",2011-11-20 02:10:58,3813,4968,88297,False,2020-08-16 03:50:04,"@Phreadys My TRUMP FLAG IS GOING OUT TOMORROW.
Along with the CURRENT #COVID19 STATS for THE COUNTY provided Off th… https://t.co/g1Px8FtK9N",['COVID19'],Twitter Web App,False
Scott McNutt,"Memphis,TN",About yourself in fewer than 160 characters. Why?,2009-05-16 03:31:21,114,664,1732,False,2020-08-16 03:29:36,"81 more days.
Wake up folks, #trump is screwing with the #usps.
He doesn't want you to vote by mail &amp; hopes you sta… https://t.co/nuieSTmcHN","['trump', 'usps']",Twitter for Android,False
riaaah,TX,"not the avg girl from your video                




                                        enjoy TV, creativity, gaming, sneakers, lifting, kicking & punching",2013-06-05 02:48:31,120,95,325,False,2020-08-16 03:18:11,Went ahead and got tested for free... it was a bit ticklish to me with some pressure through the nasal #COVID19,['COVID19'],Twitter for Android,False
DWGib,"McMinnville,Or","All that is necessary for the triumph of evil is that good men do nothing. 
(Burke)
Those who forgo essential freedoms for security/safety deserve neither(BF)",2011-03-04 06:37:06,129,538,4692,False,2020-08-16 03:12:02,"@taylorswift13 The USPS has been bleeding money for decades,$15 billion loss just last year.Restructuring was start… https://t.co/ucsix5JBOV",,Twitter Web App,False
Mike,"Norfolk,VA",Up & coming DJ. Did 8 yrs in da Navy now going to school.,2012-11-02 15:16:06,122,305,10418,False,2020-08-16 02:12:30,Why #BillGates is funding the #vaccine #covid19 #coronavirus #depopulation #Repost @thetruthhunterx https://t.co/ZH3ymiCLfh,"['BillGates', 'vaccine', 'covid19', 'coronavirus', 'depopulation', 'Repost']",Instagram,False
Randall Judt,DC,@usarmy Veteran. An international man of mystery and random wiki facts. Comments are my own.,2009-04-01 00:19:04,520,1171,102436,False,2020-08-16 02:09:11,"For a night like this, I really wish the coronavirus situation was not what it was. Unfortunately, #UFC252 with the… https://t.co/AZcuHx7imj",['UFC252'],Twitter for iPhone,False
SpeakMyMind,PA,Strong women lift each other up. Real women don’t vote Trump #Resist #VoteBlue #ClimateAction #AnimalRights #WomensRights No DMs. Follow and I follow back 🌊🌊,2018-06-05 00:05:28,308,432,20838,False,2020-08-16 02:01:33,All these #BoatParade’s today for #Trump showing off those who have money ... while millions out of work and 165+ d… https://t.co/SbMrVZc8b6,"['BoatParade', 'Trump']",Twitter for iPhone,False
Lyn ..tomorrows a new day,"Marin ,CA",#autism #adhd #parent #musictherapy should be covered by insurance #mentalhealth Albertan living in California . loves kids art and literature,2017-10-06 04:26:51,1339,2111,51809,False,2020-08-17 07:34:45,Remarkable #dogs #COVID19 https://t.co/gIxKkH4RGT,"['dogs', 'COVID19']",Twitter for iPhone,False
“walkawayfromlibs” Jones,ar,recovering sleepwalker#medicalissue loving the Lord and my wife! #alllivesmatter #defundplannedparenthood #GODBLESSAMERICA,2011-04-17 16:26:08,107,237,2226,False,2020-08-17 07:06:21,@Maddux4163 It’s crazy how they keep talking about #COVID19 numbers yet ignore #BLMDomesticTerrorists #DefundTheMedia,"['COVID19', 'BLMDomesticTerrorists', 'DefundTheMedia']",Twitter for iPhone,False
Mademoiselle Antoine 🇭🇹,"Boston,MA",#HaitianAmerican 🇭🇹• Creative Entrepreneur• Pro-black women• #womanist•Freelance Journalist,2009-05-29 16:38:17,2766,3409,2200,False,2020-08-17 06:15:47,I #streetstyle during #COVID19 #fashion #fashionblogger #fashionwriter https://t.co/cTjOMK1yMy,"['streetstyle', 'COVID19', 'fashion', 'fashionblogger', 'fashionwriter']",Twitter for Android,False
Radio Silent,"NY,NY",All tweets sent are for info purposes only and should't be construed as an offer or solicitation to buy or sell securities. Not a licensed broker. Just opinion,2011-04-16 15:43:56,37551,22,16919,False,2020-08-17 04:58:05,"$RGLS .61 #COVID19 Bull flag 

Confirmation .67 

Last run .72-1.20

Low Float : 21.41M https://t.co/JBR721goNH https://t.co/DjJHNpkrou",['COVID19'],Twitter Web App,False
Radio Silent,"NY,NY",All tweets sent are for info purposes only and should't be construed as an offer or solicitation to buy or sell securities. Not a licensed broker. Just opinion,2011-04-16 15:43:56,37551,22,16919,False,2020-08-17 04:43:00,"$EPAZ .0884 #COVID19 #ethereum #blockchain #drone play 

Master support .075/08

Confirmation: .16

Pivot .52 

Bul… https://t.co/vkou4VGNiN","['COVID19', 'ethereum', 'blockchain', 'drone']",Twitter Web App,False
LorettaFaucher🌊🌊🌊🌊,CA,"#BlackLivesMatter #Biden2020
🌊#TheResistance #FreePress #Maddow #Lawrence #Women'sMarch ➡ women's rights are human rights ⬅  #VoteBlue2020 NO DM's✌🏼💙",2012-02-13 18:43:57,19422,20779,244417,False,2020-08-17 04:34:48,"@jonathanvswan Oh FFS. ☠  POISON.  

Ben Carson and My worst night sleep pillow guy. Why doesn't he just ask Putin… https://t.co/lqS7tZCYaC",,Twitter for Android,False
TravelWithScotty (50k),LA,"📍 LA, CA ⠀ ⠀ Work: @Disney⠀ ⠀ #DiversityandInclusion #TravelJournalist⠀ 🏳️‍🌈",2011-02-19 06:48:18,50503,2088,6036,False,2020-08-17 03:48:03,"Some of ya’ll partying way too much and getting way too comfortable, bar hopping and prancing around in this pandemic! SLOW DOWN ✋🏻 #COVID19",['COVID19'],Twitter for iPhone,False
SpeakMyMind,PA,Strong women lift each other up. Real women don’t vote Trump #Resist #VoteBlue #ClimateAction #AnimalRights #WomensRights No DMs. Follow and I follow back 🌊🌊,2018-06-05 00:05:28,308,432,20872,False,2020-08-17 03:33:34,Trump the Con Man pushing unproven remedies again for #COVID19 https://t.co/jdXpYJkgWL,['COVID19'],Twitter for iPhone,False
Scarlett--Nasty Housewife,NC,Tryin' to get in the way.,2019-01-14 02:55:13,168,729,11747,False,2020-08-17 03:17:01,"So, Imma take my medical advice from the My Pillow Guy. Whose pillows suck. Who has a stake in the company whose tr… https://t.co/yY4WGYqNVO",,Twitter for Android,False
Brett's🙏Living.His.Story,AZ,#GoPackGo #KindnessMatters #TogetherWeRise🌤 #ElevateToExcellence🏅 #FaithOverFear🙏 #SimplySaid📝,2019-05-22 17:43:10,1989,1899,10305,False,2020-08-18 18:26:27,"#COVID19 Within this reality at which we currently live, each of us alone are each other's judge, Jury and executio… https://t.co/LmujX5VLgu",['COVID19'],Twitter for Android,False
"Carlo ""Crow"" Fiorletta",NJ,"Actor Director Producer Teacher Coach . County comm. local district 3 Ocean County 4.  DETOURS film TUBI rare DM https://t.co/dCvBINE8Pg 
President GIAA. Liberal",2009-03-09 21:32:56,2120,3991,32316,False,2020-08-18 18:13:06,"@realDonaldTrump no where near the #TrumpVirusDeathToll200K Keep dancing around the issue. #COVID19 #failure 
https://t.co/Qhllvya8Ir","['TrumpVirusDeathToll200K', 'COVID19', 'failure']",Twitter Web App,False
Heather Berlin,NY,"🧠 Neuroscientist, Prof. of Psychiatry @IcahnMountSinai, PhD, MPH. Neuropsych @WeillCornell. Host @StarTalkRadio, @PBS, @Discovery. https://t.co/GEUB212RKP",2009-03-11 20:01:17,12256,2169,5648,True,2020-08-18 18:12:45,"Anyone else think MyPillow's Mike Lindell (&amp; any # of people pushing unproven ""cures"" ala #Hydroxychloroquine) is b… https://t.co/aZkbz91JXX",['Hydroxychloroquine'],Twitter Web App,False
Scott McNutt,"Memphis,TN",About yourself in fewer than 160 characters. Why?,2009-05-16 03:31:21,114,664,1738,False,2020-08-18 18:06:00,"People who wear #trump mask looks like a MORONS.

But they are wearing a mask.
#socialdistancing #coronavirus… https://t.co/cuzkCNHceb","['trump', 'socialdistancing', 'coronavirus']",Twitter for Android,False
The Illustrators Journal,"Los Angeles,CA","Our online magazine is the only publication in the world that bring readers ""Insightful Interviews with Inspiring Illustrators"".",2011-07-14 21:18:59,154,348,27,False,2020-08-18 18:05:17,Now is the perfect time to take #action  If you have the will no #pandemic or #COVID19 will stop you. Write your… https://t.co/pnjgzRaBvf,"['action', 'pandemic', 'COVID19']",Twitter Web App,False
R M E 💙💧🌊,WA,"Mom of the best kids, End Systematic Racism #BLM Racial Justice #VoteByMail #VoteBlueToSaveDemocracy #FBR #Biden2020  climate, cats, cannabis NO/DMs/Please",2020-01-31 19:30:20,4526,4630,8401,False,2020-08-18 17:55:02,"Tell the truth, this sch yr means AFTER JANUARY 20, 2021, President Biden is sworn in AND #COVID19 IS UNDER CONTROL… https://t.co/MlRVI2ljN6",['COVID19'],Twitter Web App,False
M. Spigner,SC,Wife. Mom. Workout enthusiast. Baker.  Loves teaching biology to my students at Spring Valley!,2011-07-31 17:06:49,270,290,2432,False,2020-08-18 17:38:09,Absolutely in love with my new goodies from @giantmicrobes !!!#teacherlife #biologynerd #COVID19 https://t.co/OB9IcGYOgp,"['teacherlife', 'biologynerd', 'COVID19']",Instagram,False
Proactivelabels,"Richmond,VA",Reseller of Innovative Labeling Solutions. Do good. Save money.,2020-05-27 13:23:42,41,135,145,False,2020-08-18 17:35:28,"With evolving food regulations and protocols during the pandemic, the food industry has had to adapt to new operati… https://t.co/DLVqQy2FKr",,Twitter Web App,False
Wendy Khabie,"Minneapolis,MN",Public and Media Relations; Khabie Communications,2013-09-24 14:24:38,326,619,855,False,2020-08-18 17:29:47,"Increasing amounts of #colleges &amp; #university 
going all #virtuallearning causing #concern for #highschool… https://t.co/wAcnPGKgbO","['colleges', 'university', 'virtuallearning', 'concern', 'highschool']",Twitter Web App,False
M. Michelle Derosier,NY,"Brooklyn-bred freelance writer committed to snatching back the Haitian narrative. Books: @happyharperbook, Ruby Bridges (@capstone)",2010-11-19 19:38:36,357,393,2019,False,2020-08-18 17:24:59,More than half of schools are transitioning their in-person author visit budget to virtual. —… https://t.co/k0B3N2GNYu,,Twitter for iPhone,False
Rep. Christopher Rosario,"Bridgeport,CT","Father, Husband, Connecticut State Representative. 🇵🇷",2015-01-12 20:27:28,1963,2238,1092,True,2020-08-18 17:24:43,"My son got his regular #Covid19 testing done earlier today. It was safe and easy. He wants to keep himself, our fam… https://t.co/1jfwbaReAx",['Covid19'],Twitter for iPhone,False
ULG,"361 Newbury St 5th  Boston,Ma","Providing limousine service more than 20 years, United Limo Group have been building long-lasting relationships with our valued clients. 8008750485",2018-09-18 19:59:11,4,23,5,False,2020-08-18 17:19:43,Book Online #Corporate And #Airport #Limo In This #COVID19 Pandemic.Our Professional Limo #Drivers Are Wearing Mask… https://t.co/AjLH6XdFN1,"['Corporate', 'Airport', 'Limo', 'COVID19', 'Drivers']",TweetDeck,False
PapaPear (Proud Liberal #TheRising),FL,"A conservative says, ""It hasn't happened to me, so I don't care.""  A liberal says, ""It shouldn't happen to anyone, that's why I care.""
#ByeDon2020 #Competence",2012-05-10 18:59:49,490,536,23729,False,2020-08-18 17:11:42,"#Florida #Covid19 

Actual vs Reported Date of Death https://t.co/raAwdmHUWd","['Florida', 'Covid19']",Twitter Web App,False
Nicholas Rhule,MD,Filmmaker.,2011-08-18 03:58:31,108,190,336,False,2020-08-18 17:09:03,#Finally got a #CoVid19 test. Now I wait. The video is worse than it looks I promise. But in the moment I felt like… https://t.co/xpyZh5sQpQ,"['Finally', 'CoVid19']",Instagram,False
WaysideUS,CA,intervention design.,2018-04-04 23:09:41,7,45,44,False,2020-08-18 17:01:42,"News Flash! #Covid19 is still around. Your responsibility is to survive it. It's a jungle out there!

To buy -… https://t.co/zyXErxdb9S",['Covid19'],Twitter Web App,False
TBGH,TX,The Texas Business Group on Health is a non-profit organization dedicated to the development and support of community-based employer coalitions across Texas.,2013-02-13 20:14:03,693,514,2774,False,2020-08-18 16:58:01,10 ways #employers can support #behavioralhealth https://t.co/jiZohFXdFA via .@EBNbenefitnews #HR #MentalHealth #EAPs #ReturnToWork #COVID19,"['employers', 'behavioralhealth', 'HR', 'MentalHealth', 'EAPs', 'ReturnToWork', 'COVID19']",Twitter Web App,False
Matthew Ford,"Boone,NC","Being born with many challenges ,but found out by some unknown form of  sepsis that it everyday is a blessing.

https://t.co/pLPon9lK2k",2012-07-24 02:07:42,115,701,145,False,2020-08-18 16:19:46,"Please support my GoFundMe campaign: https://t.co/5NiIq6lraw @gofundme, @GoFundMeUK ,#sepsis,#TuesdayMotivation,,… https://t.co/9ONliJwxzF","['sepsis', 'TuesdayMotivation']",Twitter for Android,False
Ed Clarke Jr,"Ft.Lauderdale ,Fl / Phila,Pa",,2009-04-15 13:57:36,16,93,416,False,2020-08-18 16:11:35,"@andrewcuomo @JoeBiden Why are people thanking @andrewcuomo people died from #COVID19 what was it 30,000.00 people… https://t.co/NkZ0o1WXE4",['COVID19'],Twitter for iPhone,False
PJ *2020 #KILLSHELTERS Must #StopTheKillings !!,MA,"Life can be cruel ... HUMANS are the CRUELEST creatures known to man, more than any other #animal in existence!!",2012-05-13 02:30:20,1060,1202,123500,False,2020-08-18 16:04:50,"🗳️How To #Vote In The #2020Election 
A State-by-State #guide to #VotingRights in the age of #COVID19 ....… https://t.co/ICpyf93iH9","['Vote', '2020Election', 'guide', 'VotingRights', 'COVID19']",Twitter Web App,False
lonna kelly,NY,"Visual story teller, photographer, writer, arts advocate, 2018 Dutchess County Executives Artivist Award, open studio tour leader and participant... #lonnakelly",2009-02-13 14:32:51,101,248,1413,False,2020-08-18 16:02:57,Justin Goodhart for SYNERGY 8 Selfie   https://t.co/n7SjcYeMws #synergy #collaboration #harlemvalley #newyork #nys… https://t.co/PsZ9wCi0z2,"['synergy', 'collaboration', 'harlemvalley', 'newyork', 'nys']",Hootsuite Inc.,False
Ann-Marie Delworth,PA,"Mom, Teacher, Canadian/American, Freaking Out, PA01",2011-12-05 14:09:58,57,438,10536,False,2020-08-22 10:22:21,Our @USPS has been facing immense budgetary and manpower challenges that predated #COVID19 . I'm disappointed that… https://t.co/v3bWBVhaiX,['COVID19'],Twitter Web App,False
🦋 Rosalyn,NC,"Poet, ""Collisions on a Non-existent Highway"" available on Amazon. #Bones lover. #Biden2020. #VoteBlue",2009-03-19 19:00:36,1786,1874,154216,False,2020-08-22 08:01:11,@mercedesschlapp @JoeBiden Imagine if Trump were not murdering us and actually listened to scientists. That’s the m… https://t.co/W1WnGcWZT2,,Twitter for iPad,False
BBErica Stan,LA,"I love Erica Nlewedim
The only Queen BBNaija Season 5",2019-09-30 07:02:41,1282,2093,562,False,2020-08-22 07:13:22,"Time for healthy breakfast!! 
https://t.co/EsEq2jEfro
Kidd Kayode Wathoni, Brighto 
#weightlossdiet #COVID19… https://t.co/ptTHtoSwtW","['weightlossdiet', 'COVID19']",Twitter for Android,False
Scott McNutt,"Memphis,TN",About yourself in fewer than 160 characters. Why?,2009-05-16 03:31:21,114,666,1744,False,2020-08-22 05:40:16,"Key model projects 310,000 deaths by December. 

It doesn't have it if people would just #WearADamnMask.

If you ar… https://t.co/UgG5cSnQnj",['WearADamnMask'],Twitter for Android,False
LA's,LA,,2009-05-20 09:04:59,967,319,27468,False,2020-08-22 05:15:33,"Fawzi Lakjaa needs to take responsibility for infecting tens of #BotolaPro players wth #COVID19, anyone with a soun… https://t.co/AxVPk5KJgL","['BotolaPro', 'COVID19']",Twitter for iPad,False
Freudian_Slips,NJ,"Clinical Psychology Doctoral student, lover of housewives, hater of ignorance. Now Analyze That!",2019-09-20 14:07:40,30,297,1264,False,2020-08-22 04:43:59,Just found out I’ll be losing my health insurance this Friday as furlough turned into a layoff and my husband just… https://t.co/enzg8OplGX,,Twitter for iPhone,False
Hope E Ransom (HopeERinFL),FL,"Born2Fly✈
 #Resist💯#TrumpRussia 
#WomenVeterans💯#NastyWomen #USAF✈#DisabledVeteran #DAV #EqualityForAll #Solidarity #StrongerTogether 
🙌#COMPASSION🙌",2016-04-22 20:24:42,5397,5977,203978,False,2020-08-22 04:42:02,"@yashar @MarthaMcSally @cfanderegg Selective editing? Nope.
McSally said it, ""fast a meal...give what that would be… https://t.co/Yc8woNJLny",,Twitter Web App,False
